fuel,source_line,parameter,raw_value,code_effect_if_exact_fuel_lookup,admission,scope,reason,source,implementation
Biomass (dedicated),8,min_down_time,276,276,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (dedicated),8,ramp_limit_up,3.965,0.03965,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (dedicated),8,ramp_limit_down,3.965,0.03965,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (dedicated),8,p_min_pu,35.7,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (dedicated),8,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (dedicated),8,start_up_cost,38,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (dedicated),8,p_max_pu,73,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L8,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,committable,TRUE,TRUE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,min_up_time,394,394,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,min_down_time,276,276,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,ramp_limit_up,3.965,0.03965,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,ramp_limit_down,3.965,0.03965,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,p_min_pu,35.7,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,start_up_cost,38,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Biomass (co-firing),9,p_max_pu,73,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L9,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Large Hydro,10,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L10,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Small Hydro,11,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L11,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Offshore,12,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L12,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,ramp_limit_up,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,ramp_limit_down,999,1.0,HOLD,native historical chronology parameter,Thermal code comment calls raw value %/hr and divides by100; independent raw-source unit/calibration mapping unresolved.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,p_min_pu,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,up_time_before,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,start_up_cost,0,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Wind Onshore,13,p_max_pu,100,not assigned by add_thermal_generators from this CSV field,HOLD,native historical chronology parameter,"CSV presence does not prove use: p_min/p_max, initial uptime and startup cost are not copied by this thermal function.",https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L13,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,committable,FALSE,FALSE only if exact normalized carrier key matches and thermal solve_mode is MILP,HOLD,native historical chronology parameter,LP explicitly disables UC; key normalization can prevent lookup; root config path differs from defaults.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,min_up_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
Solar Photovoltaics,14,min_down_time,0,0,HOLD,native historical chronology parameter,Thermal MILP code casts directly to int snapshots; CSV has no unit labels or time conversion; fractional part is truncated.,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/data/generators/generator_data_by_fuel.csv#L14,https://github.com/andrewlyden/PyPSA-GB/blob/8e084afe4fb2d4be86f270d3f12ad3315eee2a3a/scripts/generators/integrate_thermal_generators.py#L1594-L1655
